                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     46,                 1.1663,                0.63788,                 1.1197,                0.94582,                0.90921,                0.95728,                0.71368,                 1.0017,                0.48805,                0.98588,              0.0014192,              0.0014192,              0.0014192
                     47,                 1.1613,                0.64094,                 1.1172,                 0.9437,                0.90512,                0.95421,                0.70668,                 1.0217,                  0.495,                 0.9918,               0.001406,               0.001406,               0.001406
                     48,                  1.166,                0.63385,                 1.1143,                0.93631,                0.92008,                0.95623,                0.70634,                 1.0401,                0.50092,                0.99365,              0.0013928,              0.0013928,              0.0013928
                     49,                 1.1608,                0.63867,                  1.111,                0.94247,                0.90991,                0.95622,                0.71362,                 1.0169,                0.49054,                0.98625,              0.0013796,              0.0013796,              0.0013796
                     50,                 1.1518,                0.62857,                 1.1153,                0.94351,                0.91589,                0.95877,                0.72537,                0.95574,                0.47333,                0.97186,              0.0013664,              0.0013664,              0.0013664
                     51,                 1.1512,                0.62441,                 1.1059,                 0.9482,                0.91498,                0.95666,                0.71038,                 1.0321,                0.48915,                0.98892,              0.0013532,              0.0013532,              0.0013532
                     52,                 1.1321,                0.62034,                 1.1021,                0.94334,                0.89704,                0.94578,                0.70831,                 1.0015,                0.48711,                 0.9866,                0.00134,                0.00134,                0.00134
                     53,                 1.1349,                0.61973,                 1.1024,                0.94375,                0.92188,                0.96147,                0.72115,                 1.0034,                0.48051,                0.98127,              0.0013268,              0.0013268,              0.0013268
                     54,                 1.1258,                0.61184,                 1.0994,                0.94145,                0.90452,                0.95273,                0.72476,                0.97702,                0.48185,                0.98398,              0.0013136,              0.0013136,              0.0013136
                     55,                 1.1342,                0.61457,                 1.1057,                0.95086,                0.91509,                0.96049,                0.71872,                 1.0109,                0.47012,                0.98189,              0.0013004,              0.0013004,              0.0013004
                     56,                 1.1343,                0.61453,                 1.1067,                0.95194,                0.91295,                0.96051,                0.72673,                 0.9982,                0.47165,                0.98172,              0.0012872,              0.0012872,              0.0012872
                     57,                 1.1317,                 0.6126,                 1.1006,                0.94868,                0.92248,                0.96168,                0.73402,                0.99527,                0.47303,                0.97601,               0.001274,               0.001274,               0.001274
                     58,                 1.1336,                0.61379,                 1.1028,                0.95606,                0.92278,                0.96255,                0.73389,                0.96485,                0.46186,                0.96648,              0.0012608,              0.0012608,              0.0012608
                     59,                 1.1112,                0.60284,                  1.093,                0.95516,                0.92547,                0.96604,                0.73803,                0.96556,                0.45122,                0.96773,              0.0012476,              0.0012476,              0.0012476
                     60,                 1.1165,                0.60066,                 1.0955,                0.96266,                0.92605,                0.96731,                0.74084,                0.98916,                0.45391,                0.97254,              0.0012344,              0.0012344,              0.0012344
                     61,                 1.0978,                0.58605,                 1.0843,                0.96101,                0.91486,                 0.9617,                 0.7442,                0.95677,                0.45629,                0.96504,              0.0012212,              0.0012212,              0.0012212
                     62,                   1.09,                0.58588,                 1.0831,                0.95553,                0.92619,                0.96357,                0.73841,                0.97379,                0.45607,                0.97134,               0.001208,               0.001208,               0.001208
                     63,                 1.1024,                0.58548,                 1.0835,                0.96084,                0.93268,                0.96993,                 0.7603,                 0.9355,                0.43444,                0.95913,              0.0011948,              0.0011948,              0.0011948
                     64,                 1.0823,                0.58586,                 1.0792,                0.96306,                0.92863,                0.96721,                 0.7556,                0.93535,                0.44365,                0.95777,              0.0011816,              0.0011816,              0.0011816
                     65,                 1.0931,                0.58592,                 1.0787,                0.96158,                0.92131,                0.96633,                0.74696,                0.94253,                  0.448,                0.95826,              0.0011684,              0.0011684,              0.0011684
                     66,                 1.0858,                0.58951,                 1.0782,                0.96002,                0.92787,                0.96625,                0.74742,                0.97184,                 0.4459,                0.96567,              0.0011552,              0.0011552,              0.0011552
                     67,                 1.0867,                0.57579,                 1.0796,                0.95718,                0.92338,                  0.966,                0.75485,                 0.9361,                0.43988,                 0.9567,               0.001142,               0.001142,               0.001142
                     68,                 1.0781,                0.57719,                 1.0717,                0.95957,                0.92787,                 0.9675,                0.75021,                0.94481,                0.43824,                0.95782,              0.0011288,              0.0011288,              0.0011288
                     69,                 1.0712,                0.56955,                 1.0686,                0.95844,                0.93056,                0.96832,                0.74971,                0.96258,                 0.4386,                0.96016,              0.0011156,              0.0011156,              0.0011156
                     70,                 1.0777,                0.56753,                 1.0709,                0.96443,                0.92218,                0.96461,                0.76108,                0.93891,                0.42948,                0.95337,              0.0011024,              0.0011024,              0.0011024
                     71,                 1.0768,                0.56677,                 1.0672,                0.96225,                0.93077,                 0.9676,                0.75862,                0.95077,                0.43516,                0.95928,              0.0010892,              0.0010892,              0.0010892
                     72,                 1.0798,                0.57392,                  1.074,                0.96849,                0.92188,                0.96653,                  0.759,                 0.9366,                0.43639,                0.95437,               0.001076,               0.001076,               0.001076
                     73,                 1.0588,                0.55151,                 1.0637,                0.96858,                0.93176,                0.97051,                0.75958,                0.94067,                0.42731,                0.95792,              0.0010628,              0.0010628,              0.0010628
                     74,                 1.0614,                0.56243,                 1.0646,                0.96021,                0.92637,                0.96524,                 0.7571,                 0.9275,                0.43724,                0.95261,              0.0010496,              0.0010496,              0.0010496
                     75,                 1.0442,                 0.5475,                 1.0569,                0.96731,                0.92985,                0.96774,                0.76071,                0.92854,                0.42966,                0.95226,              0.0010364,              0.0010364,              0.0010364
                     76,                 1.0457,                0.55058,                 1.0532,                0.96638,                0.92846,                0.96895,                0.76462,                0.92886,                0.42944,                0.95061,              0.0010232,              0.0010232,              0.0010232
                     77,                 1.0326,                0.53553,                 1.0494,                0.96541,                0.92739,                 0.9673,                0.76929,                0.91188,                0.42483,                0.95235,                0.00101,                0.00101,                0.00101
                     78,                 1.0372,                0.55154,                  1.053,                0.96883,                 0.9304,                0.97201,                0.75839,                0.95724,                0.43241,                0.95548,              0.0009968,              0.0009968,              0.0009968
                     79,                 1.0458,                0.54302,                  1.056,                0.97019,                0.93501,                 0.9687,                0.76177,                0.93818,                0.42689,                0.94997,              0.0009836,              0.0009836,              0.0009836
                     80,                 1.0266,                0.54023,                 1.0477,                0.96178,                0.94193,                0.97032,                0.76384,                0.93781,                 0.4221,                0.95179,              0.0009704,              0.0009704,              0.0009704
                     81,                 1.0279,                0.54247,                 1.0518,                0.96962,                 0.9363,                0.97307,                0.76204,                0.96682,                0.42189,                0.95573,              0.0009572,              0.0009572,              0.0009572
                     82,                 1.0292,                0.53905,                 1.0497,                0.96837,                0.93625,                0.97114,                0.78247,                0.89396,                0.41459,                0.94176,               0.000944,               0.000944,               0.000944
                     83,                 1.0381,                0.54043,                 1.0515,                 0.9655,                0.93535,                 0.9695,                0.77194,                0.92706,                0.42028,                0.95161,              0.0009308,              0.0009308,              0.0009308
                     84,                 1.0342,                0.54008,                 1.0475,                0.96659,                0.93774,                0.97054,                0.77848,                0.90643,                0.40951,                0.94283,              0.0009176,              0.0009176,              0.0009176
                     85,                 1.0304,                0.53411,                 1.0464,                0.97111,                0.93595,                0.97298,                0.78026,                0.90191,                0.40375,                0.94277,              0.0009044,              0.0009044,              0.0009044
                     86,                 1.0384,                0.54215,                 1.0557,                 0.9671,                0.93655,                   0.97,                 0.7793,                0.89953,                0.40755,                0.94287,              0.0008912,              0.0008912,              0.0008912
                     87,                 1.0246,                 0.5368,                 1.0482,                0.97006,                0.93954,                0.97418,                0.77787,                0.92017,                 0.4142,                0.94182,               0.000878,               0.000878,               0.000878
                     88,                  1.013,                0.52533,                 1.0401,                0.97339,                0.93176,                 0.9713,                  0.776,                0.90347,                 0.4096,                0.94022,              0.0008648,              0.0008648,              0.0008648
                     89,                 1.0056,                0.52257,                 1.0356,                0.96999,                0.93853,                0.97166,                0.78002,                0.91593,                 0.4052,                0.94174,              0.0008516,              0.0008516,              0.0008516
                     90,                 1.0099,                0.52415,                 1.0369,                0.96975,                0.94043,                0.97249,                 0.7854,                0.89776,                0.40225,                0.93995,              0.0008384,              0.0008384,              0.0008384
                     91,                 1.0104,                0.52365,                 1.0368,                0.97006,                0.94064,                0.97402,                0.78353,                0.89113,                0.39878,                0.93542,              0.0008252,              0.0008252,              0.0008252
                     92,                 1.0155,                0.51912,                  1.042,                  0.971,                0.93804,                0.97271,                0.79034,                0.87959,                0.39801,                0.93468,               0.000812,               0.000812,               0.000812
                     93,                 1.0058,                0.51621,                 1.0369,                0.97181,                0.93505,                0.97231,                0.78464,                 0.9019,                0.40212,                0.93644,              0.0007988,              0.0007988,              0.0007988
                     94,                 1.0022,                0.51502,                 1.0322,                0.97307,                0.93415,                0.97191,                0.78718,                0.88399,                0.39849,                0.93481,              0.0007856,              0.0007856,              0.0007856
