                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     90,                0.86149,                0.42584,                 1.1697,                0.97557,                0.94434,                0.97248,                0.83772,                0.79458,                0.33207,                 1.0762,              0.0008384,              0.0008384,              0.0008384
                     91,                0.86151,                0.42139,                 1.1713,                0.97907,                0.94163,                0.97341,                0.83613,                0.80095,                0.32876,                 1.0802,              0.0008252,              0.0008252,              0.0008252
                     92,                0.86309,                0.42209,                  1.174,                0.97235,                0.94728,                0.97127,                0.82882,                0.79558,                0.33055,                 1.0727,               0.000812,               0.000812,               0.000812
                     93,                0.85217,                0.41726,                 1.1698,                0.97119,                 0.9484,                 0.9686,                0.82467,                0.80183,                0.33237,                 1.0759,              0.0007988,              0.0007988,              0.0007988
                     94,                0.84851,                0.41736,                 1.1623,                0.97249,                0.94702,                0.97112,                0.83123,                0.78775,                0.32837,                 1.0678,              0.0007856,              0.0007856,              0.0007856
                     95,                0.84873,                0.42474,                 1.1677,                0.97607,                0.94463,                0.97085,                0.82704,                 0.8121,                 0.3295,                 1.0811,              0.0007724,              0.0007724,              0.0007724
                     96,                0.82257,                0.40422,                 1.1438,                0.97911,                0.94001,                0.97267,                0.83786,                0.77986,                0.32661,                 1.0672,              0.0007592,              0.0007592,              0.0007592
                     97,                0.82958,                 0.4076,                 1.1499,                0.98279,                0.93864,                0.97318,                0.83804,                0.78469,                0.31684,                 1.0673,               0.000746,               0.000746,               0.000746
                     98,                0.84529,                0.41354,                 1.1602,                0.97399,                0.95001,                0.97348,                 0.8371,                0.78184,                0.31933,                 1.0678,              0.0007328,              0.0007328,              0.0007328
                     99,                0.82403,                0.40646,                 1.1528,                0.97464,                0.94321,                0.97137,                0.83054,                0.80274,                0.32217,                 1.0767,              0.0007196,              0.0007196,              0.0007196
