                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     92,                0.92452,                0.47106,                  1.033,                0.97365,                0.93056,                0.96921,                0.80471,                0.83337,                0.37515,                0.93668,               0.000812,               0.000812,               0.000812
                     93,                0.92352,                0.46982,                 1.0326,                0.96949,                0.93565,                0.96709,                0.80632,                0.83751,                0.37359,                0.93529,              0.0007988,              0.0007988,              0.0007988
                     94,                 0.9133,                0.46659,                 1.0218,                0.97233,                0.93146,                0.96881,                 0.8077,                0.83786,                0.37522,                0.93444,              0.0007856,              0.0007856,              0.0007856
                     95,                0.91568,                0.47275,                 1.0274,                0.96486,                0.94463,                0.97218,                0.81459,                0.83719,                0.37091,                0.93442,              0.0007724,              0.0007724,              0.0007724
                     96,                0.89407,                0.45966,                 1.0152,                 0.9626,                0.93685,                0.96886,                0.81084,                0.83313,                0.37906,                0.93303,              0.0007592,              0.0007592,              0.0007592
                     97,                  0.897,                0.46664,                 1.0179,                0.96826,                0.93924,                0.97401,                0.81522,                0.83625,                0.36997,                0.93264,               0.000746,               0.000746,               0.000746
                     98,                0.90392,                0.46115,                 1.0215,                0.96928,                0.93415,                0.96995,                0.81303,                0.81354,                0.37082,                0.92571,              0.0007328,              0.0007328,              0.0007328
                     99,                0.89898,                0.45816,                 1.0179,                0.97225,                0.93322,                0.97125,                 0.8164,                0.81218,                0.37173,                0.92513,              0.0007196,              0.0007196,              0.0007196
                    100,                0.89057,                0.45222,                 1.0147,                 0.9695,                0.93253,                0.97028,                0.81563,                0.82324,                0.37166,                0.92922,              0.0007064,              0.0007064,              0.0007064
                    101,                0.90405,                0.46675,                 1.0207,                0.97176,                0.93734,                0.97395,                0.81855,                0.81868,                0.36417,                0.92794,              0.0006932,              0.0006932,              0.0006932
                    102,                0.88575,                0.45007,                 1.0097,                0.97358,                0.93757,                0.97313,                0.81806,                0.81375,                0.36793,                0.92657,                0.00068,                0.00068,                0.00068
                    103,                0.87851,                0.45636,                 1.0076,                0.97488,                0.92941,                0.96965,                0.81617,                0.81291,                0.36594,                 0.9258,              0.0006668,              0.0006668,              0.0006668
                    104,                0.87512,                0.44586,                  1.006,                0.97652,                0.93379,                0.97137,                 0.8181,                0.81928,                0.36514,                0.92349,              0.0006536,              0.0006536,              0.0006536
                    105,                0.88604,                0.44975,                 1.0132,                0.97148,                0.93813,                0.97235,                0.82171,                0.80377,                0.36196,                 0.9242,              0.0006404,              0.0006404,              0.0006404
                    106,                0.87937,                0.44632,                 1.0076,                 0.9742,                0.93595,                0.97276,                0.82379,                0.81543,                0.36117,                0.92918,              0.0006272,              0.0006272,              0.0006272
                    107,                0.88142,                 0.4512,                 1.0099,                0.97009,                0.94373,                0.97199,                0.82746,                0.80325,                0.35631,                0.92616,               0.000614,               0.000614,               0.000614
                    108,                0.88532,                0.44796,                 1.0106,                0.97139,                0.94522,                0.97298,                0.82557,                0.81541,                0.36124,                0.92375,              0.0006008,              0.0006008,              0.0006008
                    109,                0.86221,                0.44135,                 1.0022,                0.97751,                0.93667,                0.97312,                0.82976,                0.78859,                0.35922,                0.91956,              0.0005876,              0.0005876,              0.0005876
                    110,                0.87702,                 0.4424,                 1.0098,                0.97744,                0.93625,                 0.9732,                0.82523,                0.80491,                0.35991,                0.92343,              0.0005744,              0.0005744,              0.0005744
                    111,                0.87041,                0.44294,                 1.0038,                0.97712,                0.93894,                0.97271,                0.82367,                0.80234,                0.35861,                0.92113,              0.0005612,              0.0005612,              0.0005612
                    112,                0.86354,                0.43983,                 1.0016,                0.97311,                0.94228,                0.97355,                0.82534,                0.80866,                0.35928,                0.92191,               0.000548,               0.000548,               0.000548
                    113,                0.85772,                0.43157,                0.99947,                0.97553,                0.94275,                0.97433,                0.83001,                0.80424,                0.35683,                0.92174,              0.0005348,              0.0005348,              0.0005348
                    114,                0.85844,                0.43138,                0.99678,                0.97738,                0.93924,                0.97405,                0.82781,                 0.8056,                0.35766,                 0.9235,              0.0005216,              0.0005216,              0.0005216
                    115,                0.85497,                0.43199,                0.99967,                0.97812,                0.93774,                0.97363,                 0.8328,                0.79281,                0.35419,                0.92014,              0.0005084,              0.0005084,              0.0005084
                    116,                0.85559,                0.43599,                0.99878,                0.97488,                0.93834,                0.97444,                0.83477,                0.79347,                0.35515,                0.92056,              0.0004952,              0.0004952,              0.0004952
                    117,                0.85642,                0.43271,                0.99927,                0.96595,                0.94972,                0.97327,                0.82951,                0.79617,                0.35519,                0.92136,               0.000482,               0.000482,               0.000482
                    118,                0.85078,                0.42935,                 0.9956,                0.97348,                 0.9448,                0.97384,                0.83013,                0.79723,                 0.3534,                0.92075,              0.0004688,              0.0004688,              0.0004688
                    119,                0.84632,                0.42783,                 0.9917,                 0.9707,                0.94852,                0.97598,                0.83223,                0.79702,                0.35085,                0.91947,              0.0004556,              0.0004556,              0.0004556
