                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                 1.1104,                0.60211,                 1.2603,                0.95669,                0.91896,                0.96357,                0.71926,                 1.0116,                  0.471,                  1.123,              0.0015644,              0.0015644,              0.0015644
                     36,                 1.0974,                0.59082,                 1.2464,                 0.9486,                0.92246,                 0.9613,                0.74744,                0.94427,                0.44499,                 1.0914,              0.0015512,              0.0015512,              0.0015512
                     37,                 1.0925,                0.59185,                 1.2481,                0.96171,                0.92478,                0.96524,                0.73592,                 1.0158,                0.44355,                 1.1306,               0.001538,               0.001538,               0.001538
                     38,                 1.0849,                 0.5815,                 1.2408,                0.95593,                0.92936,                0.96545,                0.74783,                0.94686,                0.44804,                 1.1009,              0.0015248,              0.0015248,              0.0015248
                     39,                 1.0649,                0.57022,                 1.2272,                0.96872,                0.92008,                0.96624,                0.74372,                0.97176,                0.43823,                 1.1037,              0.0015116,              0.0015116,              0.0015116
                     40,                   1.07,                  0.574,                 1.2229,                0.96738,                0.92308,                0.96464,                0.76209,                0.92288,                 0.4355,                 1.0823,              0.0014984,              0.0014984,              0.0014984
                     41,                 1.0546,                0.56127,                 1.2177,                0.96459,                0.92397,                0.96825,                0.75592,                0.96248,                0.43205,                 1.0967,              0.0014852,              0.0014852,              0.0014852
                     42,                 1.0505,                0.55785,                 1.2182,                 0.9711,                0.92535,                0.96966,                0.75304,                0.94766,                 0.4355,                  1.091,               0.001472,               0.001472,               0.001472
                     43,                 1.0614,                0.56438,                 1.2246,                0.96584,                0.92667,                0.96703,                0.75713,                0.94669,                0.44761,                  1.091,              0.0014588,              0.0014588,              0.0014588
                     44,                  1.033,                0.54214,                 1.2023,                0.95036,                0.92727,                0.96601,                0.74633,                0.95756,                0.44725,                  1.103,              0.0014456,              0.0014456,              0.0014456
                     45,                 1.0343,                0.54229,                 1.2022,                0.95975,                0.93625,                0.96646,                0.77071,                0.91107,                0.42354,                 1.0731,              0.0014324,              0.0014324,              0.0014324
                     46,                 1.0255,                 0.5355,                    1.2,                0.96825,                0.93475,                0.96938,                0.77341,                0.90656,                 0.4188,                 1.0798,              0.0014192,              0.0014192,              0.0014192
                     47,                 1.0267,                0.53676,                 1.2032,                0.96461,                0.93535,                0.96544,                0.76627,                0.93551,                0.41118,                 1.0825,               0.001406,               0.001406,               0.001406
                     48,                 1.0205,                0.52578,                 1.1956,                0.97325,                0.93325,                0.96897,                0.77879,                0.88486,                0.41242,                 1.0589,              0.0013928,              0.0013928,              0.0013928
                     49,                 1.0113,                0.52707,                 1.1902,                 0.9683,                0.94183,                0.97208,                0.78485,                0.88331,                0.40027,                 1.0583,              0.0013796,              0.0013796,              0.0013796
                     50,                 1.0076,                0.52321,                 1.1935,                0.96842,                0.93625,                 0.9706,                0.78605,                0.86102,                0.39711,                  1.047,              0.0013664,              0.0013664,              0.0013664
                     51,                 1.0021,                0.51609,                   1.18,                0.97077,                0.93454,                0.96761,                  0.777,                0.92511,                0.40332,                 1.0678,              0.0013532,              0.0013532,              0.0013532
